Subject Number,NL Subject,Acromial Ht Stand Lt (mm),Acromial Ht Stand Rt (mm),Acromion-Radiale Len Lt (mm),Acromion-Radiale Len Rt (mm),"Ankle Ht Lt (Malleolus, Lateral) (mm)","Ankle Ht Rt (Malleolus, Lateral) (mm)",Arm Inseam Lt (mm),Arm Inseam Rt (mm),Axilla Ht Lt (mm),Axilla Ht Rt (mm),Biacromial Brth (mm),Bicristale Brth (mm),Bigonial Brth (mm),Bispinous Brth (mm),Bitragion Brth (mm),Bitrochanteric Brth Stand (mm),Bustpoint Brth (mm),Cervicale Ht (mm),Chest Ht Stand (mm),Elbow Ht Stand Lt (mm),Elbow Ht Stand Rt (mm),Foot Brth Lt (mm),Foot Brth Rt (mm),Infraorbitale Ht Lt Stand (mm),Infraorbitale Ht Rt Stand (mm),Inter-pupillary Dst (mm),Interscye Dst Stand (mm),Knee Ht Stand Lt (mm),Knee Ht Stand Rt (mm),Malleolus Med Lt (mm),Malleolus Med Rt (mm),Neck Ht (mm),Radiale-Stylion Len Lt (mm),Radiale-Stylion Len Rt (mm),Sellion Supramenton (mm),Sleeve Outseam Len Lt (mm),Sleeve Outseam Len Rt (mm),Sphyrion Ht Lt (mm),Sphyrion Ht Rt (mm),Suprasternale Ht (mm),Trochanterion Ht Lt (mm),Trochanterion Ht Rt (mm),Waist Back (mm)
15661,5661,1407.36,1409.88,323.10,325.93,65.63,65.08,436.29,440.84,1279.96,1284.74,372.56,311.09,115.93,276.24,142.92,391.52,208.89,1450.11,1231.65,1088.96,1100.91,85.76,93.00,1567.67,1564.20,66.20,394.98,452.47,455.92,77.65,80.11,73.90,236.65,244.17,86.67,564.78,558.31,64.39,67.36,1370.26,897.00,897.69,388.64
15664,5664,1486.20,1483.56,329.95,328.70,77.58,69.34,487.41,490.19,1374.96,1378.51,394.00,338.18,114.20,282.04,145.16,402.38,222.95,1554.88,1273.58,1168.23,1171.45,85.13,95.25,1669.65,1666.18,62.11,399.01,494.91,498.39,85.44,94.04,132.22,267.55,266.44,103.37,597.05,594.39,68.94,73.26,1461.84,935.64,948.81,451.57
15666,5666,1415.44,1405.46,319.32,311.16,65.08,64.81,442.96,425.00,1298.08,1284.55,386.51,307.91,117.53,233.19,140.22,364.50,240.02,1460.07,1227.06,1088.26,1097.18,95.83,101.40,1604.70,1601.02,68.05,369.07,458.97,455.51,70.52,77.78,121.47,239.84,242.86,90.34,547.82,543.29,50.96,63.32,1414.23,885.72,900.99,415.31
15667,5667,1446.02,1417.67,315.85,314.00,73.21,74.22,456.48,454.84,1348.10,1322.41,374.50,320.36,121.19,267.61,151.22,369.73,220.87,1469.49,1251.27,1138.99,1139.50,87.25,94.73,1590.41,1590.82,62.11,398.23,475.35,475.36,83.38,89.89,107.90,239.23,241.29,91.11,551.95,547.37,66.35,63.35,1396.86,890.19,878.69,419.26
15669,5669,1446.42,1424.14,322.33,320.89,69.98,58.03,425.69,429.26,1307.88,1297.89,388.37,345.29,137.94,269.83,162.54,358.72,243.17,1501.72,1259.79,1141.99,1124.79,91.26,102.83,1588.74,1588.74,68.09,416.67,486.81,490.29,80.79,78.91,86.98,255.86,253.34,99.73,569.38,563.39,52.99,60.39,1419.04,907.12,890.79,461.90
15670,5670,1452.27,1434.86,338.78,338.51,69.17,68.94,460.72,483.49,1339.20,1341.97,378.27,309.18,107.93,263.03,151.85,373.24,194.19,1483.36,1294.05,1120.06,1117.12,94.42,98.14,1637.26,1640.48,63.38,396.27,468.36,468.39,78.01,84.72,101.92,231.07,234.06,91.67,570.19,573.29,57.17,67.41,1415.32,909.49,922.05,401.96
15671,5671,1334.93,1333.36,285.33,299.85,67.34,69.78,424.45,418.54,1240.96,1243.95,370.55,314.32,102.83,250.73,143.90,389.98,190.06,1387.05,1178.68,1064.45,1051.83,85.42,91.43,1530.80,1528.60,64.19,376.10,448.35,441.40,78.12,87.83,80.07,222.78,213.09,105.64,506.79,512.55,64.25,63.58,1334.65,844.58,838.63,384.70
15672,5672,1329.32,1347.07,306.35,306.77,74.32,72.95,395.78,413.56,1218.31,1239.22,356.64,334.35,105.89,265.45,143.97,392.16,202.05,1388.87,1159.88,1037.66,1066.21,79.34,84.18,1514.65,1513.25,61.08,399.61,422.41,422.40,85.49,90.06,89.61,201.43,219.23,94.64,517.42,511.31,63.00,62.34,1322.76,826.85,856.31,398.48
15673,5673,1332.14,1325.09,286.02,309.99,71.17,56.92,441.17,434.73,1249.99,1229.71,333.18,266.69,106.11,241.16,138.33,351.77,192.84,1359.23,1160.31,1057.61,1039.58,84.21,92.14,1482.40,1479.20,53.44,353.87,434.28,427.37,77.62,80.53,125.45,236.34,234.49,86.71,514.62,537.10,54.85,56.28,1302.40,842.39,810.62,365.76
15674,5674,1323.15,1326.72,307.58,312.33,54.26,62.85,386.38,386.00,1168.87,1187.47,349.00,340.43,116.33,286.03,148.46,417.63,192.31,1368.37,1131.06,1017.01,1040.01,92.55,97.14,1474.03,1470.56,62.09,360.26,419.30,415.80,69.35,76.07,69.09,238.87,223.52,93.58,522.67,536.32,51.95,53.12,1293.91,820.55,827.41,398.37
15676,5676,1439.29,1443.11,310.93,319.21,61.13,62.85,415.37,416.15,1316.38,1327.52,360.46,290.69,108.46,228.69,142.10,358.02,190.28,1463.45,1275.39,1131.91,1144.49,91.58,96.32,1604.55,1604.55,68.12,364.17,483.15,486.63,75.31,75.69,135.72,237.21,245.70,91.01,540.00,548.32,47.28,54.90,1459.12,910.34,895.15,423.04
15677,5677,1541.93,1539.56,343.88,344.10,76.90,75.26,469.59,464.74,1396.62,1401.15,409.65,346.63,130.43,252.17,158.57,355.85,248.87,1608.34,1369.30,1206.18,1227.93,101.75,114.63,1757.35,1757.36,72.51,418.88,527.55,531.02,87.74,87.91,128.25,271.77,273.64,97.53,602.79,606.58,61.12,63.65,1570.32,993.85,1007.34,515.05
15678,5678,1492.03,1484.03,363.49,355.76,67.59,70.76,473.22,499.16,1357.24,1356.98,430.78,361.55,125.21,280.54,158.73,387.39,237.32,1546.36,1312.55,1134.69,1145.22,111.03,111.88,1687.77,1693.55,73.45,433.06,534.87,527.95,77.36,78.87,142.68,272.45,289.73,107.42,621.49,637.76,53.65,52.99,1482.28,978.86,993.66,452.02
15679,5679,1523.23,1524.68,341.36,352.53,74.52,70.08,507.38,511.81,1421.09,1416.17,467.36,330.78,120.34,280.93,152.33,374.06,263.88,1600.17,1376.32,1182.26,1183.46,99.24,108.66,1749.42,1750.34,72.85,442.27,540.14,540.12,96.05,108.63,97.12,279.14,285.12,104.43,619.15,632.58,75.29,73.99,1535.62,996.41,971.13,441.83
15680,5680,1375.96,1376.42,307.30,299.94,64.33,58.00,423.38,442.27,1289.93,1292.86,339.08,278.42,116.99,231.59,143.72,363.47,178.34,1430.89,1226.44,1066.95,1088.72,86.90,84.83,1531.30,1531.31,56.04,318.31,440.21,436.76,71.74,78.30,135.14,215.92,240.97,83.29,518.17,526.55,52.00,64.45,1372.03,839.64,838.98,416.27
15683,5683,1415.77,1411.05,318.11,313.12,73.66,75.46,471.50,457.98,1326.72,1311.39,405.71,338.03,123.13,227.13,151.28,347.30,239.73,1475.07,1261.44,1106.40,1111.96,93.02,103.83,1628.84,1632.12,63.73,412.06,491.26,484.32,77.40,86.81,120.20,250.55,263.00,106.57,559.61,560.95,49.69,66.44,1438.15,921.90,937.01,433.40
15684,5684,1549.29,1499.75,312.55,324.06,80.50,77.37,476.69,485.21,1445.91,1408.83,424.86,297.82,116.72,262.21,151.88,393.69,218.92,1574.91,1351.86,1244.66,1208.54,112.87,108.09,1718.73,1718.96,66.63,396.84,525.36,521.86,93.17,101.71,149.85,267.30,262.85,96.11,565.24,572.23,72.39,77.46,1497.32,966.04,920.59,461.45
15685,5685,1384.69,1375.57,314.22,300.21,60.24,59.28,437.01,455.60,1280.63,1297.16,347.96,275.77,109.88,242.33,144.75,367.63,202.07,1424.28,1222.00,1076.07,1096.00,96.56,88.41,1533.79,1533.79,72.01,306.93,454.36,457.83,75.28,78.78,131.84,229.26,238.83,92.84,548.26,531.94,54.45,54.53,1364.08,890.98,908.36,402.02
15686,5686,1379.78,1361.32,303.62,300.64,72.51,56.13,449.33,463.78,1297.88,1294.13,394.31,257.62,114.19,229.47,148.35,353.73,211.71,1440.85,1246.34,1082.54,1074.63,95.79,88.89,1543.67,1545.27,66.10,348.37,457.05,453.61,74.39,80.66,103.53,233.83,243.89,97.31,525.86,527.44,57.05,59.87,1365.22,832.91,862.01,408.94
15688,5688,1324.48,1313.79,283.47,293.32,67.25,59.72,436.81,438.63,1224.11,1216.10,394.90,273.26,111.67,238.03,146.62,347.95,182.56,1398.38,1162.02,1040.16,1030.94,85.58,91.16,1498.06,1498.06,60.09,360.68,438.85,428.47,75.64,80.87,98.30,250.29,243.29,97.31,516.24,528.73,51.54,56.63,1328.40,864.68,853.74,391.61
15690,5690,1411.76,1394.91,309.89,304.69,67.10,63.56,422.77,448.04,1301.57,1305.10,358.22,361.46,120.02,256.65,147.41,422.18,184.25,1425.17,1215.57,1109.24,1107.43,78.53,85.75,1530.83,1534.29,66.09,392.58,469.11,465.59,78.66,78.11,72.86,228.69,248.13,87.73,534.43,535.06,61.22,60.79,1361.11,882.38,874.26,403.07
15691,5691,1442.96,1443.92,326.86,327.22,61.81,62.08,472.74,459.96,1336.33,1341.48,383.39,333.07,112.98,311.75,147.81,411.25,224.74,1476.68,1253.20,1120.03,1131.03,85.54,99.75,1582.58,1582.32,66.39,402.64,472.15,472.18,71.05,71.30,108.76,260.44,252.94,93.86,561.79,568.48,46.69,50.52,1398.76,893.35,899.36,410.20
15693,5693,1514.56,1507.74,337.78,343.43,60.79,66.87,465.29,467.93,1384.52,1387.41,467.38,379.11,132.99,295.75,165.80,410.77,256.09,1590.63,1353.35,1180.80,1186.11,101.82,105.61,1718.70,1717.53,72.91,406.05,506.43,509.89,89.77,91.81,93.74,265.53,258.68,97.87,590.82,580.76,68.90,67.57,1520.09,948.04,910.15,509.36
15695,5695,1311.64,1306.70,303.98,304.68,69.81,60.21,404.63,423.33,1184.89,1193.83,358.46,281.36,118.64,237.99,144.85,359.94,194.10,1359.65,1147.72,1001.79,1020.96,84.78,94.02,1479.74,1473.38,60.62,362.15,420.94,438.31,72.96,76.84,70.27,230.25,231.68,102.45,528.51,528.24,48.12,45.77,1307.13,861.30,844.01,343.91
15697,5697,1275.70,1283.45,273.85,281.28,53.93,53.33,402.43,409.19,1178.74,1187.35,379.06,284.37,120.62,260.35,142.62,344.69,180.04,1338.69,1133.86,1015.74,1027.29,92.75,98.11,1459.52,1466.45,60.41,392.09,424.15,431.12,65.53,62.43,100.82,224.39,227.00,93.84,498.87,506.05,48.22,45.10,1293.32,849.03,845.92,388.06
15698,5698,1367.23,1346.84,328.26,300.34,60.48,59.13,421.91,408.09,1246.69,1223.85,400.12,330.90,105.55,254.60,146.31,356.53,222.19,1431.49,1149.93,1048.59,1078.51,83.00,83.21,1538.04,1538.03,64.01,406.19,451.15,444.24,68.16,65.61,79.71,226.33,238.71,86.64,556.77,538.60,38.88,46.24,1354.56,863.44,860.71,381.14
15702,5702,1214.97,1214.19,267.06,277.31,64.38,60.92,366.87,386.11,1112.42,1126.87,380.96,371.42,135.12,353.86,159.63,392.83,234.35,1278.09,1079.18,956.53,959.72,95.95,100.50,1390.99,1394.46,70.12,398.30,401.65,394.73,78.92,77.56,73.24,217.89,224.92,101.23,490.71,489.35,61.58,60.24,1245.52,759.25,771.03,363.99
15705,5705,1322.34,1314.34,307.81,295.77,66.26,61.66,422.75,423.81,1220.52,1192.87,376.41,327.91,115.20,256.63,139.84,429.82,224.16,1369.19,1161.88,1037.92,1023.71,91.78,94.94,1484.08,1477.15,68.36,333.03,433.98,433.99,67.07,71.02,107.14,214.56,238.73,97.12,534.69,534.64,46.26,43.31,1307.47,828.85,813.22,364.04
15707,5707,1359.12,1364.61,318.86,318.81,52.80,57.11,445.50,430.44,1239.52,1233.24,353.96,292.47,109.71,287.00,137.99,349.41,186.08,1412.97,1187.50,1043.27,1059.02,102.90,97.87,1551.27,1551.33,62.11,352.07,443.13,432.77,66.10,71.72,95.73,251.92,254.73,101.61,565.93,552.89,39.56,36.43,1351.49,902.74,893.73,371.39
15710,5710,1333.54,1307.22,308.84,272.70,65.16,67.63,407.25,357.24,1212.25,1210.97,355.28,284.24,108.19,244.85,143.60,359.37,192.24,1383.70,1129.33,1042.04,1030.92,96.51,94.09,1479.21,1472.27,60.75,379.36,427.70,420.83,77.65,83.63,105.18,216.36,215.70,98.65,530.42,476.67,49.93,55.92,1295.67,837.74,834.48,400.03
15711,5711,1344.38,1323.97,314.99,309.76,69.39,60.31,410.87,409.85,1233.82,1216.06,375.20,348.60,116.30,264.18,152.75,381.34,182.62,1386.85,1157.53,1053.77,1037.49,98.83,96.09,1490.11,1493.58,66.25,426.09,448.04,437.64,76.37,76.62,107.67,213.52,229.52,93.72,520.63,518.69,57.85,66.76,1306.57,846.46,864.66,446.08
15712,5712,1261.91,1229.01,300.58,293.31,62.84,55.68,374.91,388.55,1156.63,1145.41,384.72,371.28,131.36,309.31,150.12,372.99,259.44,1309.96,1064.23,993.14,955.05,98.70,98.16,1407.31,1407.31,68.02,453.79,403.54,407.01,74.16,81.11,67.29,211.53,218.21,90.17,510.24,502.35,49.88,60.32,1254.93,788.56,774.77,379.65
15716,5716,1440.42,1448.14,325.11,338.89,62.60,62.00,444.46,458.67,1320.13,1316.81,396.00,329.84,125.92,253.00,146.35,359.34,215.91,1508.62,1285.56,1123.39,1138.81,109.84,109.20,1607.72,1607.72,68.07,398.99,500.64,493.71,84.63,96.94,106.66,244.17,263.18,90.19,569.65,588.35,56.87,65.76,1420.69,923.94,913.54,462.07
15717,5717,1584.79,1609.69,337.93,358.72,77.35,75.48,485.15,487.78,1493.87,1485.02,454.65,399.23,138.62,326.21,166.82,418.15,279.30,1671.79,1422.65,1240.27,1268.70,107.73,104.06,1765.57,1765.59,75.72,440.63,525.26,521.76,84.82,90.62,129.86,280.75,279.42,96.02,586.13,630.39,67.48,69.83,1571.68,958.31,935.94,566.40
15720,5720,1540.72,1544.45,374.50,355.86,61.34,78.24,504.45,499.91,1413.09,1420.24,449.41,375.71,122.76,287.47,154.46,389.52,245.19,1623.30,1361.22,1193.31,1195.02,105.89,106.39,1718.23,1720.98,75.00,530.47,542.61,546.07,87.16,93.59,88.96,267.59,277.00,97.18,636.47,633.53,63.58,69.34,1537.82,1000.40,1007.14,527.52
15721,5721,1301.94,1301.31,281.23,288.99,53.29,56.20,391.29,396.32,1194.67,1192.19,356.18,319.60,126.32,260.23,141.77,370.37,216.29,1352.81,1108.90,1037.33,1033.68,98.82,92.33,1469.45,1469.18,60.77,365.67,417.54,407.16,75.39,76.84,96.51,224.48,220.96,88.60,491.99,507.31,48.11,49.13,1289.15,868.70,869.80,391.45
15722,5722,1563.95,1536.45,352.47,346.07,84.38,70.15,419.19,436.55,1389.89,1379.57,425.05,367.19,122.31,262.13,164.79,367.15,221.25,1611.14,1358.83,1219.46,1209.12,118.19,118.44,1738.77,1736.55,76.83,437.00,520.01,509.63,92.93,102.25,90.70,259.74,262.06,112.58,603.59,599.21,65.55,78.07,1542.64,1009.63,997.31,531.20
15724,5724,1226.31,1225.08,287.89,287.29,70.60,54.04,383.00,386.46,1114.82,1102.83,395.45,347.97,115.61,297.20,139.49,372.17,256.37,1280.70,1061.47,943.29,942.12,95.16,93.00,1382.40,1387.19,65.72,415.35,425.15,425.17,73.14,85.70,59.82,216.92,229.73,95.44,506.41,511.91,56.22,67.29,1224.42,798.35,799.39,339.43
15725,5725,1486.19,1466.17,329.80,319.48,74.20,77.15,451.49,472.01,1370.87,1362.09,379.56,346.87,123.70,272.52,169.91,343.39,232.07,1540.75,1277.72,1163.98,1155.88,112.06,112.46,1630.91,1627.45,74.09,376.46,487.73,494.63,86.12,94.51,86.75,249.50,272.34,97.04,574.75,576.51,54.96,66.80,1450.84,968.63,981.07,492.68
15726,5726,1637.27,1626.98,348.27,360.82,75.01,67.55,522.72,516.32,1526.82,1517.97,454.46,354.95,121.56,264.36,150.65,387.20,229.04,1692.68,1428.56,1288.70,1277.29,112.42,119.27,1815.18,1809.62,61.31,394.74,542.64,549.60,107.21,109.02,109.51,284.71,289.03,114.99,631.77,627.06,76.20,78.73,1607.00,983.15,964.75,489.15
15727,5727,1621.62,1653.53,361.67,383.91,81.83,73.81,532.40,506.57,1489.66,1502.71,457.80,324.62,122.30,288.12,154.40,376.90,220.29,1720.26,1454.37,1261.48,1298.41,122.20,110.44,1855.60,1852.75,66.71,448.76,591.05,580.68,100.12,94.69,116.63,300.52,283.52,104.16,664.48,671.60,72.40,73.90,1624.17,1079.75,1089.33,506.27
15728,5728,1385.89,1378.81,304.83,315.74,61.15,69.45,412.95,431.39,1263.96,1281.02,318.34,279.79,108.95,265.78,137.49,338.81,178.31,1419.20,1213.61,1099.30,1094.12,87.36,84.49,1515.02,1515.01,72.05,348.50,438.98,456.31,74.98,83.54,90.07,224.64,235.86,93.97,533.05,541.12,48.90,62.80,1355.73,927.94,932.41,413.22
15730,5730,1435.60,1420.85,314.31,330.06,72.10,62.76,460.62,468.35,1330.95,1308.66,410.44,319.11,109.87,270.20,138.75,406.34,212.53,1491.22,1248.06,1129.72,1093.71,92.19,99.33,1620.86,1625.66,63.11,429.53,479.82,472.88,85.73,89.06,127.04,239.15,239.45,93.95,554.50,566.24,63.99,65.33,1428.26,933.16,919.84,422.65
15734,5734,1335.19,1315.65,311.88,304.73,64.08,58.17,440.61,426.61,1237.18,1230.62,358.25,300.60,105.80,234.49,137.66,364.33,182.10,1394.77,1199.10,1026.91,1027.60,98.97,91.88,1497.03,1503.95,64.38,330.09,445.63,445.64,76.79,84.67,112.09,245.28,240.30,93.82,537.78,527.64,62.95,67.34,1330.76,875.07,852.22,374.39
15735,5735,1532.16,1519.53,344.25,326.79,83.46,88.84,446.42,453.00,1389.85,1386.83,420.14,345.17,117.36,280.35,149.12,376.11,224.55,1581.52,1333.47,1205.94,1216.84,109.34,105.56,1701.73,1698.23,64.30,428.67,507.70,507.72,101.16,109.28,128.55,249.52,265.07,91.80,591.54,589.93,69.95,71.18,1500.84,995.42,962.49,495.45
15739,5739,1366.33,1375.42,341.23,345.23,63.85,69.08,445.77,451.69,1238.12,1241.54,408.88,319.44,128.82,236.50,156.99,348.43,216.47,1412.12,1227.72,1027.05,1040.07,113.22,105.21,1539.50,1536.04,66.43,462.00,452.55,445.66,79.27,84.44,128.12,248.66,261.58,94.29,581.68,601.27,55.11,58.68,1352.50,883.89,861.29,444.47
15741,5741,1449.24,1416.01,323.46,307.25,75.87,72.03,435.93,434.97,1332.06,1312.16,419.29,335.77,118.62,235.19,153.51,362.91,232.25,1477.12,1274.09,1144.59,1138.45,104.39,106.25,1613.62,1610.03,65.99,412.60,479.58,479.58,87.89,95.68,108.28,238.52,243.53,90.94,563.26,541.96,62.07,64.50,1423.01,917.43,914.93,423.23
15742,5742,1316.41,1299.07,328.54,315.11,63.47,55.65,464.35,477.16,1239.40,1222.05,369.69,365.31,113.82,312.85,144.85,394.68,228.26,1346.97,1122.34,1012.31,1004.81,94.25,91.03,1461.83,1468.75,68.36,407.17,439.34,442.82,78.61,81.64,81.00,217.74,242.43,93.72,546.93,550.26,54.29,60.85,1274.77,800.57,857.77,375.26
15743,5743,1392.35,1385.50,312.99,309.23,76.11,72.60,404.44,410.94,1270.73,1274.67,409.27,323.12,124.02,283.89,140.87,364.44,224.06,1447.47,1218.02,1074.27,1087.73,99.07,100.49,1554.05,1550.59,62.11,414.79,456.81,446.44,85.06,88.90,98.01,230.84,227.71,82.87,537.31,543.60,57.08,64.65,1370.48,881.07,900.39,433.15
15745,5745,1260.47,1252.15,321.40,309.86,68.80,59.40,432.08,454.42,1145.67,1161.81,360.93,334.62,119.48,258.24,146.14,396.68,224.22,1328.85,1090.48,958.78,948.46,89.67,89.45,1402.31,1402.32,64.15,396.33,424.79,421.31,68.13,73.14,84.22,231.67,241.79,83.71,547.08,544.76,43.91,54.55,1249.94,799.53,789.50,415.72
15747,5747,1391.36,1381.90,299.48,295.34,70.74,72.52,403.55,394.58,1271.02,1278.98,351.81,321.08,114.03,258.34,146.33,392.45,196.13,1428.66,1217.86,1102.17,1097.86,97.19,102.51,1537.29,1536.58,62.93,376.58,441.40,448.30,78.00,85.33,105.23,224.42,216.56,90.57,515.65,503.72,46.84,57.62,1366.90,892.24,885.19,398.44
15748,5748,1376.01,1345.06,328.33,322.85,68.19,66.63,415.60,422.87,1244.16,1221.98,401.31,333.90,111.79,264.98,151.54,369.07,205.11,1416.57,1211.95,1056.93,1046.67,112.24,103.61,1537.99,1537.70,68.36,390.81,456.99,456.98,82.64,82.66,100.96,234.37,236.41,90.54,558.80,553.36,54.04,58.41,1367.99,882.52,847.40,406.94
15749,5749,1376.59,1355.92,323.95,313.24,64.26,67.67,473.30,466.52,1286.94,1282.95,377.97,341.26,124.23,297.97,143.80,381.91,226.03,1422.56,1172.81,1065.34,1056.05,94.94,88.42,1530.74,1529.67,70.38,419.77,466.51,466.52,69.82,83.06,95.58,232.41,229.98,97.57,552.98,541.38,49.00,56.27,1360.01,874.57,873.94,370.73
15750,5750,1621.98,1622.54,367.96,383.35,80.64,84.36,487.13,499.11,1480.18,1488.78,415.85,360.20,128.58,293.86,157.58,387.84,256.42,1666.33,1418.00,1258.02,1265.33,120.06,111.60,1794.84,1802.51,83.43,426.13,533.63,533.58,97.34,114.08,155.00,274.38,274.87,95.76,630.54,651.66,76.48,79.44,1584.32,1012.52,1019.54,538.07
15752,5752,1389.06,1383.88,302.42,314.37,73.79,67.85,439.91,433.39,1291.31,1285.50,413.98,359.36,127.52,332.67,150.72,405.28,258.65,1433.98,1222.69,1102.06,1091.67,97.95,96.69,1569.19,1569.20,68.10,441.42,467.51,464.07,78.44,82.42,128.95,233.08,237.98,101.36,528.92,544.83,68.05,68.56,1371.77,890.17,911.26,388.36
15753,5753,1475.45,1443.33,322.05,310.19,72.41,65.31,474.02,462.11,1369.45,1350.38,387.73,349.47,124.36,294.85,146.62,403.26,186.35,1534.74,1320.96,1160.33,1143.40,99.02,97.39,1622.51,1622.52,72.84,374.80,502.57,502.60,79.42,84.75,90.99,266.00,262.85,96.00,582.74,567.77,57.86,63.63,1463.18,962.76,951.90,416.79
15755,5755,1400.01,1376.61,319.39,309.00,65.30,61.18,480.66,491.73,1329.47,1314.90,394.06,275.25,113.34,262.71,142.77,421.87,184.59,1474.02,1228.96,1087.23,1080.01,103.77,93.97,1575.36,1575.37,64.11,354.15,476.45,483.37,80.68,89.82,111.31,231.66,243.85,91.36,532.82,545.06,59.86,66.20,1381.43,850.36,840.12,419.27
15757,5757,1365.23,1346.19,298.78,301.58,66.43,72.96,424.69,422.52,1253.50,1241.62,377.87,295.90,113.06,222.15,146.36,346.03,188.12,1414.13,1184.85,1065.13,1059.49,102.85,99.31,1520.91,1520.91,64.08,356.12,437.31,430.38,75.05,86.23,110.68,238.44,236.02,90.70,523.00,522.61,47.30,55.06,1372.03,893.12,888.81,418.90
15759,5759,1400.70,1390.75,320.66,327.41,68.48,67.13,456.72,470.26,1295.54,1298.73,371.64,312.71,111.22,300.31,145.02,384.92,192.04,1441.71,1226.51,1091.92,1087.10,95.26,92.94,1555.63,1555.76,62.14,352.00,454.47,454.43,76.17,75.56,97.76,235.92,243.10,90.07,559.66,557.14,56.44,61.61,1368.59,896.29,911.42,401.77
15760,5760,1231.66,1225.74,290.56,288.93,69.59,60.06,391.43,392.34,1114.15,1114.98,373.35,360.22,127.69,285.90,152.62,424.13,208.71,1292.81,1059.06,958.53,954.21,101.94,100.72,1395.15,1398.62,70.10,410.94,409.43,405.95,69.10,71.39,103.42,227.75,219.54,87.58,501.65,514.17,55.16,57.53,1239.29,774.72,785.71,357.27
15763,5763,1333.69,1311.59,291.98,281.20,65.09,64.64,415.82,412.02,1237.23,1227.58,376.75,356.17,118.39,309.37,153.55,394.30,236.32,1385.21,1140.49,1056.51,1042.21,97.14,94.71,1490.06,1490.29,62.91,400.28,415.25,425.65,78.38,77.82,63.06,231.80,232.70,89.23,523.26,500.75,57.45,57.02,1320.74,839.56,833.21,400.81
15764,5764,1316.97,1345.09,288.08,294.52,68.83,69.40,417.03,412.20,1220.15,1243.24,368.75,284.26,110.07,226.86,142.65,326.26,192.42,1379.91,1151.15,1039.89,1067.37,97.19,95.83,1483.72,1487.20,70.52,357.58,430.82,430.78,84.61,88.19,109.50,221.32,217.14,90.57,503.18,511.82,65.01,67.40,1310.62,823.14,844.19,384.11
15766,5766,1560.69,1553.02,341.23,353.69,74.30,73.87,479.21,488.30,1425.06,1410.33,407.19,348.12,116.75,262.34,148.88,400.83,215.23,1620.07,1397.60,1220.65,1222.40,97.13,110.52,1785.63,1789.09,62.18,453.06,525.45,528.91,88.68,96.45,139.96,266.92,273.02,97.18,610.94,616.78,71.39,70.95,1553.56,1057.93,1049.26,485.13
15768,5768,1439.61,1431.01,336.32,344.69,71.87,67.70,472.58,480.82,1329.25,1323.48,374.46,295.16,108.23,264.00,150.43,368.88,217.86,1495.73,1267.14,1106.10,1111.83,98.05,103.20,1632.74,1630.90,68.19,368.17,487.74,487.73,73.43,79.45,126.25,255.06,255.68,90.32,583.29,596.48,48.53,50.55,1426.58,970.37,970.16,396.63
15769,5769,1367.97,1353.65,289.33,292.98,71.31,60.11,430.86,450.19,1276.39,1277.80,414.27,348.64,127.94,280.95,156.59,358.43,238.12,1432.73,1210.82,1093.05,1083.39,111.67,106.40,1563.22,1563.87,64.30,420.17,462.81,462.79,79.55,81.14,115.66,226.00,245.73,104.54,525.08,530.11,58.76,56.89,1370.20,838.08,840.31,433.26
15770,5770,1323.98,1316.60,282.44,290.20,66.43,67.93,390.01,401.88,1237.22,1230.08,378.39,310.23,102.06,286.72,141.53,381.68,200.23,1382.14,1175.13,1068.34,1048.39,99.07,93.01,1531.93,1528.92,47.75,370.12,419.08,422.54,80.33,82.29,97.33,192.55,205.17,70.12,485.97,495.48,55.33,58.04,1331.72,824.11,852.71,391.66
15775,5775,1467.17,1441.51,324.94,335.44,71.55,62.09,415.53,408.54,1333.93,1293.25,402.33,357.43,130.73,360.40,152.08,444.90,275.30,1520.14,1262.60,1149.03,1129.44,95.37,94.39,1638.82,1640.32,55.68,416.41,477.44,484.37,73.82,71.80,90.30,241.05,241.93,97.75,564.28,572.13,56.41,53.21,1453.28,934.31,938.33,417.11
15776,5776,1274.45,1250.09,282.54,284.27,51.17,60.08,386.21,388.27,1176.70,1152.85,355.51,276.31,117.84,214.41,139.99,324.93,194.30,1316.04,1107.31,1013.90,1004.76,83.72,83.08,1426.37,1423.02,60.50,363.87,418.86,415.40,76.16,80.54,105.91,211.72,214.98,80.97,488.28,487.96,45.40,44.89,1253.19,814.47,812.62,398.70
15777,5777,1583.43,1577.81,356.16,365.32,62.39,81.98,486.75,487.85,1448.19,1443.11,368.59,334.65,112.30,255.94,161.35,344.47,214.80,1627.39,1379.30,1233.92,1232.42,95.20,98.48,1760.21,1753.28,72.33,371.80,525.89,525.89,94.33,93.75,118.99,273.62,278.60,101.69,624.27,636.61,65.16,64.73,1542.05,1007.92,996.18,537.51
15778,5778,1339.10,1337.87,298.31,313.22,61.44,63.92,403.63,370.25,1223.72,1184.88,367.61,380.16,129.92,336.52,152.20,432.18,220.20,1390.21,1123.57,1043.68,1034.48,96.48,93.64,1494.28,1490.81,78.13,400.24,427.27,430.74,65.18,78.30,83.48,230.84,235.54,90.31,518.00,533.53,47.87,57.52,1321.10,796.57,817.53,418.13
