Subject Number,NL Subject,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth (Chest Circumference at Scye) (mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg)
15749,5749,Female,603.00,213.00,184.00,520.00,778.00,594.00,336.00,418.00,138.00,1074.00,868.00,628.00,1016.00,793.00,265.00,776.00,113.00,235.00,175.00,198.00,151.00,577.00,194.00,424.00,1065.00,839.00,505.00,461.00,423.00,897.00,1692.00,29.20,630.00,627.00,753.67,747.00,755.00,759.00,18.20,730.00,1649.00,890.00,377.00,1058.00,79.00
15750,5750,Male,721.00,280.00,211.00,630.00,889.00,678.00,419.00,506.00,146.00,1073.00,,658.00,1078.00,886.00,306.00,912.00,129.00,287.00,242.00,219.00,154.00,583.00,196.00,395.00,1028.00,921.00,617.00,517.00,506.00,1043.00,1965.00,30.00,592.00,600.00,868.67,879.00,861.00,866.00,16.90,664.00,1887.00,991.00,544.00,1126.00,102.20
15752,5752,Female,611.00,253.00,226.00,560.00,817.00,591.00,334.00,460.00,145.00,1193.00,995.00,639.00,1114.00,794.00,268.00,796.00,114.00,258.00,194.00,183.00,144.00,545.00,186.00,450.00,1171.00,834.00,504.00,510.00,454.00,906.00,1702.00,33.20,699.00,670.00,774.33,778.00,781.00,764.00,39.00,775.00,1798.00,1058.00,428.00,1034.00,96.70
15753,5753,Female,613.00,264.00,190.00,530.00,804.00,614.00,340.00,409.00,128.00,982.00,903.00,656.00,956.00,857.00,248.00,790.00,118.00,280.00,211.00,222.00,143.00,572.00,197.00,474.00,1191.00,892.00,564.00,445.00,421.00,918.00,1788.00,23.00,732.00,704.00,780.33,787.00,777.00,777.00,35.20,782.00,1737.00,947.00,402.00,1118.00,91.50
15755,5755,Female,581.00,244.00,186.00,545.00,805.00,619.00,359.00,379.00,134.00,912.00,768.00,615.00,878.00,822.00,227.00,797.00,104.00,251.00,188.00,191.00,144.00,523.00,175.00,437.00,1102.00,830.00,534.00,450.00,406.00,900.00,1729.00,7.40,624.00,621.00,754.67,759.00,742.00,763.00,8.20,703.00,1620.00,739.00,366.00,1072.00,67.80
15757,5757,Female,584.00,236.00,197.00,544.00,780.00,583.00,347.00,425.00,132.00,930.00,760.00,589.00,896.00,792.00,251.00,773.00,111.00,230.00,193.00,178.00,142.00,545.00,188.00,388.00,982.00,794.00,501.00,441.00,417.00,880.00,1671.00,9.60,572.00,558.00,700.67,699.00,699.00,704.00,14.20,625.00,1555.00,774.00,398.00,1017.00,63.60
15758,5758,Female,602.00,256.00,210.00,552.00,822.00,612.00,342.00,443.00,128.00,1018.00,874.00,625.00,959.00,783.00,243.00,757.00,110.00,260.00,198.00,192.00,143.00,547.00,187.00,409.00,1075.00,814.00,512.00,412.00,476.00,863.00,1652.00,28.20,641.00,649.00,780.00,777.00,777.00,786.00,23.40,654.00,1594.00,917.00,398.00,988.00,75.00
15759,5759,Female,593.00,229.00,185.00,527.00,798.00,613.00,342.00,402.00,126.00,927.00,813.00,609.00,901.00,808.00,240.00,782.00,116.00,241.00,184.00,186.00,140.00,523.00,181.00,404.00,1053.00,877.00,510.00,446.00,405.00,893.00,1694.00,14.00,603.00,588.00,772.33,753.00,792.00,772.00,10.00,703.00,1627.00,835.00,376.00,1062.00,67.30
15760,5760,Female,523.00,234.00,190.00,492.00,736.00,546.00,302.00,428.00,121.00,1156.00,1009.00,586.00,1052.00,682.00,213.00,712.00,109.00,238.00,180.00,180.00,153.00,546.00,182.00,458.00,1210.00,737.00,475.00,452.00,399.00,801.00,1521.00,37.60,643.00,634.00,699.00,701.00,702.00,694.00,30.30,779.00,1674.00,1032.00,396.00,924.00,85.90
15763,5763,Female,579.00,242.00,202.00,510.00,758.00,556.00,308.00,405.00,119.00,1098.00,917.00,628.00,1014.00,754.00,249.00,757.00,107.00,240.00,194.00,180.00,155.00,563.00,188.00,434.00,1102.00,786.00,492.00,461.00,404.00,857.00,1618.00,13.20,637.00,592.00,735.67,708.00,746.00,753.00,22.90,722.00,1631.00,986.00,380.00,993.00,78.80
15764,5764,Female,598.00,234.00,195.00,505.00,733.00,538.00,310.00,368.00,112.00,942.00,805.00,575.00,879.00,740.00,,743.00,112.00,240.00,189.00,181.00,143.00,542.00,194.00,336.00,882.00,819.00,467.00,430.00,406.00,873.00,1627.00,8.00,473.00,474.00,723.33,730.00,715.00,725.00,9.00,653.00,1544.00,707.00,350.00,1000.00,50.10
15766,5766,Male,657.00,260.00,202.00,585.00,860.00,658.00,383.00,487.00,130.00,989.00,,689.00,1006.00,891.00,262.00,885.00,126.00,265.00,201.00,200.00,147.00,563.00,198.00,456.00,1159.00,935.00,593.00,499.00,478.00,1005.00,1915.00,12.00,690.00,651.00,856.67,850.00,860.00,860.00,18.50,717.00,1776.00,945.00,456.00,1158.00,92.80
15768,5768,Female,578.00,258.00,204.00,565.00,833.00,629.00,361.00,378.00,128.00,946.00,814.00,636.00,918.00,878.00,205.00,771.00,110.00,263.00,206.00,195.00,149.00,548.00,183.00,430.00,1069.00,866.00,545.00,439.00,447.00,896.00,1766.00,13.60,615.00,619.00,793.33,777.00,801.00,802.00,15.40,700.00,1572.00,808.00,367.00,1110.00,73.50
15769,5769,Male,598.00,240.00,230.00,553.00,815.00,585.00,323.00,413.00,139.00,1011.00,,618.00,950.00,761.00,264.00,800.00,125.00,245.00,225.00,200.00,158.00,565.00,189.00,383.00,963.00,787.00,511.00,485.00,443.00,911.00,1706.00,19.00,529.00,564.00,752.33,750.00,755.00,752.00,7.40,661.00,1665.00,943.00,456.00,1008.00,77.60
15770,5770,Female,594.00,230.00,215.00,526.00,761.00,546.00,311.00,385.00,134.00,963.00,807.00,565.00,920.00,731.00,266.00,812.00,103.00,225.00,195.00,182.00,139.00,536.00,189.00,410.00,1020.00,746.00,481.00,411.00,393.00,922.00,1649.00,13.00,559.00,578.00,722.00,715.00,729.00,722.00,17.20,750.00,1620.00,807.00,386.00,1025.00,65.00
15775,5775,Female,604.00,258.00,190.00,545.00,802.00,612.00,355.00,486.00,125.00,1254.00,989.00,684.00,1138.00,823.00,224.00,827.00,125.00,260.00,195.00,186.00,153.00,583.00,198.00,489.00,1244.00,864.00,541.00,491.00,444.00,921.00,1775.00,26.50,686.00,664.00,805.67,792.00,814.00,811.00,25.40,865.00,1868.00,1104.00,398.00,1101.00,103.40
15776,5776,Female,547.00,231.00,177.00,480.00,722.00,545.00,303.00,395.00,120.00,929.00,793.00,580.00,869.00,724.00,229.00,744.00,109.00,230.00,200.00,176.00,144.00,547.00,190.00,373.00,955.00,740.00,461.00,437.00,410.00,849.00,1569.00,14.70,584.00,574.00,695.33,691.00,691.00,704.00,14.40,590.00,1502.00,740.00,402.00,920.00,58.30
15777,5777,Male,684.00,259.00,190.00,550.00,866.00,676.00,360.00,441.00,125.00,991.00,,639.00,963.00,889.00,301.00,866.00,122.00,271.00,218.00,211.00,152.00,585.00,206.00,381.00,1031.00,937.00,584.00,476.00,450.00,994.00,1909.00,11.00,586.00,597.00,910.33,901.00,909.00,921.00,11.40,617.00,1818.00,895.00,496.00,1078.00,83.10
15778,5778,Female,596.00,268.00,166.00,520.00,759.00,593.00,354.00,576.00,135.00,1230.00,1040.00,616.00,1122.00,746.00,242.00,757.00,109.00,231.00,177.00,174.00,141.00,521.00,179.00,492.00,1271.00,799.00,517.00,461.00,472.00,840.00,1617.00,37.90,655.00,668.00,745.67,735.00,749.00,753.00,39.80,785.00,1790.00,1076.00,446.00,995.00,99.80
15779,5779,Female,612.00,276.00,187.00,540.00,791.00,604.00,353.00,504.00,145.00,1180.00,995.00,641.00,1070.00,795.00,251.00,738.00,119.00,257.00,207.00,185.00,147.00,534.00,176.00,440.00,1134.00,845.00,526.00,436.00,452.00,864.00,1690.00,35.40,568.00,565.00,777.67,782.00,787.00,764.00,20.00,767.00,1781.00,1030.00,450.00,1046.00,91.00
15780,5780,Female,604.00,233.00,184.00,517.00,768.00,584.00,333.00,335.00,127.00,824.00,717.00,554.00,806.00,789.00,267.00,765.00,114.00,235.00,187.00,179.00,144.00,534.00,191.00,353.00,895.00,812.00,500.00,427.00,378.00,892.00,1676.00,5.20,491.00,491.00,697.00,693.00,706.00,692.00,10.00,550.00,1493.00,687.00,410.00,1013.00,50.60
15781,5781,Male,610.00,253.00,242.00,575.00,840.00,598.00,333.00,488.00,143.00,1105.00,,627.00,1124.00,783.00,251.00,823.00,127.00,268.00,220.00,208.00,150.00,562.00,193.00,382.00,1002.00,811.00,525.00,507.00,483.00,917.00,1764.00,15.80,566.00,598.00,825.00,812.00,841.00,822.00,6.40,644.00,1720.00,904.00,345.00,1035.00,85.90
15782,5782,Male,592.00,254.00,204.00,540.00,803.00,599.00,336.00,426.00,139.00,990.00,,617.00,968.00,788.00,247.00,749.00,123.00,254.00,219.00,195.00,155.00,565.00,197.00,338.00,937.00,855.00,534.00,464.00,415.00,888.00,1728.00,13.20,530.00,518.00,766.00,759.00,770.00,769.00,5.20,655.00,1657.00,870.00,403.00,1017.00,69.70
15783,5783,Male,583.00,245.00,202.00,535.00,803.00,601.00,333.00,405.00,136.00,981.00,,616.00,980.00,745.00,236.00,788.00,123.00,251.00,201.00,189.00,154.00,564.00,190.00,351.00,990.00,800.00,507.00,462.00,440.00,881.00,1676.00,16.60,570.00,570.00,785.67,779.00,777.00,801.00,9.60,704.00,1648.00,908.00,410.00,1000.00,70.60
15784,5784,Female,600.00,218.00,199.00,495.00,727.00,528.00,296.00,382.00,135.00,1082.00,895.00,581.00,973.00,752.00,288.00,771.00,111.00,228.00,185.00,174.00,142.00,529.00,183.00,410.00,1007.00,767.00,490.00,401.00,396.00,888.00,1626.00,20.80,538.00,562.00,693.67,679.00,696.00,706.00,19.00,708.00,1690.00,846.00,399.00,991.00,69.80
15785,5785,Male,635.00,272.00,215.00,573.00,853.00,638.00,358.00,442.00,148.00,1016.00,,655.00,1011.00,908.00,274.00,855.00,143.00,292.00,222.00,214.00,158.00,581.00,201.00,449.00,980.00,908.00,568.00,478.00,472.00,967.00,1850.00,33.40,530.00,,841.00,832.00,859.00,832.00,14.40,676.00,1728.00,950.00,460.00,1105.00,84.30
15786,5786,Male,643.00,284.00,203.00,555.00,790.00,587.00,352.00,498.00,147.00,1179.00,,645.00,1127.00,749.00,279.00,768.00,114.00,247.00,214.00,185.00,158.00,589.00,200.00,408.00,1094.00,795.00,507.00,512.00,481.00,877.00,1692.00,32.40,597.00,584.00,777.33,771.00,779.00,782.00,11.40,648.00,1844.00,996.00,585.00,913.00,101.30
15790,5790,Male,635.00,287.00,211.00,607.00,882.00,671.00,396.00,,144.00,1053.00,,645.00,1050.00,855.00,247.00,892.00,122.00,276.00,230.00,206.00,153.00,571.00,198.00,390.00,1078.00,967.00,590.00,480.00,479.00,992.00,1895.00,16.70,650.00,609.00,907.67,907.00,899.00,917.00,14.80,795.00,1912.00,1058.00,490.00,1099.00,98.10
15791,5791,Male,670.00,284.00,236.00,614.00,910.00,674.00,378.00,490.00,146.00,1177.00,,659.00,1160.00,876.00,280.00,881.00,127.00,264.00,213.00,207.00,148.00,597.00,213.00,413.00,1122.00,989.00,595.00,567.00,510.00,980.00,1891.00,31.80,635.00,625.00,876.67,869.00,877.00,884.00,15.80,675.00,1862.00,1082.00,490.00,1130.00,108.80
15792,5792,Male,617.00,277.00,210.00,563.00,818.00,608.00,353.00,442.00,144.00,1050.00,,603.00,1012.00,760.00,253.00,761.00,126.00,251.00,203.00,184.00,157.00,555.00,183.00,351.00,960.00,865.00,529.00,511.00,460.00,895.00,1711.00,16.40,552.00,558.00,805.00,798.00,808.00,809.00,8.60,614.00,1676.00,943.00,465.00,1021.00,79.90
15793,5793,Male,647.00,266.00,248.00,606.00,893.00,645.00,358.00,464.00,144.00,1054.00,,659.00,1048.00,885.00,262.00,857.00,134.00,276.00,228.00,216.00,160.00,578.00,198.00,403.00,1072.00,893.00,591.00,500.00,480.00,992.00,1895.00,13.80,633.00,651.00,873.67,869.00,874.00,878.00,11.00,696.00,1782.00,920.00,456.00,1120.00,97.80
15795,5795,Female,539.00,195.00,176.00,,,,,339.00,126.00,761.00,687.00,541.00,773.00,714.00,234.00,706.00,113.00,214.00,167.00,165.00,137.00,517.00,178.00,370.00,896.00,705.00,458.00,433.00,370.00,818.00,1550.00,16.60,519.00,516.00,670.67,655.00,679.00,678.00,11.00,610.00,1442.00,617.00,316.00,942.00,45.00
15799,5799,Female,594.00,228.00,181.00,490.00,735.00,554.00,309.00,357.00,117.00,864.00,795.00,540.00,863.00,746.00,259.00,766.00,110.00,234.00,181.00,178.00,144.00,536.00,180.00,373.00,914.00,771.00,490.00,415.00,389.00,876.00,1618.00,13.20,489.00,511.00,696.00,695.00,698.00,695.00,12.80,602.00,1502.00,684.00,343.00,979.00,49.80
15800,5800,Female,611.00,237.00,222.00,557.00,840.00,618.00,335.00,410.00,135.00,1002.00,840.00,616.00,942.00,833.00,254.00,819.00,123.00,259.00,202.00,198.00,150.00,562.00,192.00,391.00,992.00,854.00,540.00,435.00,416.00,929.00,1771.00,19.00,542.00,589.00,791.67,790.00,791.00,794.00,16.00,685.00,1636.00,828.00,425.00,1079.00,72.10
15802,5802,Female,585.00,251.00,191.00,540.00,762.00,571.00,349.00,406.00,131.00,1006.00,863.00,604.00,994.00,774.00,249.00,756.00,111.00,237.00,191.00,180.00,143.00,520.00,178.00,406.00,1090.00,825.00,498.00,450.00,454.00,859.00,1620.00,20.40,605.00,608.00,736.33,736.00,736.00,737.00,16.40,655.00,1592.00,896.00,373.00,1004.00,70.30
15803,5803,Male,617.00,291.00,225.00,580.00,861.00,636.00,355.00,469.00,146.00,1106.00,,643.00,1055.00,846.00,250.00,829.00,123.00,277.00,225.00,210.00,164.00,601.00,201.00,400.00,1069.00,891.00,577.00,483.00,498.00,940.00,1821.00,17.10,598.00,611.00,861.00,842.00,857.00,884.00,11.00,756.00,1828.00,1039.00,436.00,1115.00,97.30
15805,5805,Male,627.00,252.00,220.00,565.00,835.00,615.00,345.00,440.00,139.00,972.00,,619.00,992.00,832.00,248.00,846.00,135.00,267.00,213.00,204.00,148.00,539.00,186.00,354.00,1002.00,872.00,550.00,464.00,458.00,942.00,1793.00,10.00,587.00,590.00,778.00,780.00,777.00,777.00,3.80,598.00,1715.00,868.00,505.00,1015.00,77.10
15806,5806,Female,580.00,243.00,194.00,505.00,760.00,566.00,311.00,445.00,132.00,996.00,809.00,569.00,928.00,730.00,254.00,764.00,94.00,240.00,189.00,176.00,145.00,538.00,185.00,436.00,1063.00,764.00,494.00,448.00,441.00,,1603.00,18.60,611.00,588.00,717.67,698.00,724.00,731.00,17.20,662.00,1573.00,798.00,403.00,973.00,67.00
15807,5807,Female,619.00,264.00,226.00,577.00,855.00,629.00,351.00,469.00,137.00,956.00,838.00,632.00,959.00,851.00,243.00,821.00,118.00,255.00,203.00,195.00,152.00,554.00,186.00,419.00,1054.00,867.00,546.00,471.00,443.00,925.00,1757.00,20.20,572.00,611.00,805.00,790.00,813.00,812.00,19.20,690.00,1690.00,877.00,416.00,1079.00,72.80
15808,5808,Female,622.00,247.00,195.00,560.00,840.00,645.00,365.00,398.00,134.00,871.00,766.00,642.00,884.00,880.00,249.00,841.00,112.00,254.00,192.00,192.00,142.00,572.00,186.00,409.00,1039.00,889.00,570.00,485.00,437.00,965.00,1835.00,10.80,573.00,579.00,809.67,817.00,803.00,809.00,9.00,620.00,1632.00,796.00,440.00,1095.00,68.00
15809,5809,Female,638.00,239.00,222.00,538.00,782.00,560.00,316.00,378.00,130.00,907.00,794.00,598.00,900.00,812.00,290.00,850.00,120.00,254.00,188.00,191.00,146.00,552.00,191.00,383.00,969.00,815.00,535.00,436.00,432.00,945.00,1765.00,6.20,524.00,575.00,784.33,775.00,786.00,792.00,11.20,709.00,1619.00,689.00,360.00,1085.00,60.40
15810,5810,Male,593.00,245.00,215.00,565.00,826.00,611.00,350.00,429.00,144.00,1027.00,,608.00,1027.00,822.00,231.00,778.00,123.00,254.00,206.00,195.00,153.00,583.00,200.00,390.00,1013.00,845.00,535.00,499.00,447.00,900.00,1723.00,16.00,582.00,567.00,800.33,802.00,797.00,802.00,7.40,660.00,1690.00,933.00,460.00,1026.00,78.50
15811,5811,Female,610.00,250.00,204.00,544.00,786.00,582.00,340.00,,130.00,1074.00,917.00,600.00,892.00,774.00,268.00,819.00,112.00,246.00,216.00,188.00,145.00,552.00,186.00,377.00,1010.00,839.00,518.00,463.00,430.00,923.00,1713.00,16.00,590.00,588.00,757.33,747.00,761.00,764.00,17.00,750.00,1713.00,872.00,403.00,1035.00,78.90
15814,5814,Male,619.00,257.00,196.00,569.00,853.00,657.00,373.00,448.00,134.00,1033.00,,664.00,1030.00,850.00,234.00,798.00,120.00,264.00,218.00,205.00,150.00,558.00,190.00,370.00,1025.00,903.00,574.00,506.00,437.00,925.00,1804.00,13.00,551.00,563.00,871.00,881.00,862.00,870.00,5.60,640.00,1749.00,993.00,470.00,1086.00,83.50
15820,5820,Female,608.00,250.00,173.00,523.00,780.00,607.00,350.00,454.00,124.00,1133.00,896.00,614.00,978.00,766.00,249.00,808.00,122.00,255.00,184.00,194.00,153.00,554.00,187.00,431.00,1069.00,801.00,508.00,457.00,413.00,903.00,1695.00,19.70,612.00,630.00,760.00,756.00,764.00,760.00,25.20,727.00,1704.00,937.00,403.00,1024.00,78.40
15824,5824,Female,567.00,246.00,187.00,510.00,720.00,533.00,323.00,402.00,141.00,991.00,827.00,555.00,941.00,689.00,241.00,733.00,103.00,219.00,189.00,170.00,148.00,540.00,190.00,392.00,1043.00,767.00,464.00,475.00,414.00,835.00,1525.00,17.00,629.00,610.00,670.00,671.00,672.00,667.00,12.80,685.00,1545.00,855.00,325.00,936.00,64.90
15825,5825,Male,557.00,257.00,202.00,520.00,781.00,579.00,318.00,452.00,123.00,1071.00,,559.00,1057.00,689.00,222.00,746.00,108.00,249.00,221.00,193.00,152.00,569.00,195.00,363.00,957.00,768.00,498.00,468.00,440.00,857.00,1618.00,18.90,540.00,541.00,747.33,742.00,750.00,750.00,10.50,670.00,1678.00,951.00,468.00,949.00,73.90
15826,5826,Female,589.00,245.00,192.00,505.00,766.00,574.00,313.00,360.00,131.00,939.00,802.00,577.00,891.00,795.00,262.00,788.00,114.00,257.00,194.00,186.00,143.00,535.00,189.00,400.00,970.00,823.00,512.00,414.00,421.00,901.00,1688.00,7.00,577.00,568.00,733.00,728.00,728.00,743.00,10.60,585.00,1570.00,811.00,431.00,979.00,62.40
15827,5827,Female,539.00,212.00,207.00,517.00,753.00,546.00,310.00,393.00,128.00,889.00,782.00,572.00,939.00,788.00,216.00,745.00,108.00,233.00,176.00,183.00,146.00,561.00,190.00,343.00,852.00,796.00,496.00,403.00,406.00,852.00,1625.00,11.00,492.00,500.00,745.67,726.00,756.00,755.00,11.40,550.00,1405.00,647.00,370.00,992.00,50.20
15828,5828,Male,662.00,257.00,231.00,605.00,895.00,664.00,374.00,457.00,146.00,967.00,,663.00,980.00,912.00,258.00,879.00,120.00,286.00,213.00,216.00,155.00,607.00,208.00,398.00,1015.00,919.00,594.00,462.00,466.00,1015.00,1943.00,14.40,559.00,572.00,879.00,876.00,878.00,883.00,11.80,625.00,1728.00,935.00,476.00,1120.00,83.00
15829,5829,Female,589.00,229.00,210.00,511.00,750.00,540.00,301.00,405.00,132.00,1036.00,866.00,577.00,943.00,757.00,244.00,732.00,132.00,239.00,185.00,190.00,148.00,545.00,185.00,389.00,979.00,787.00,487.00,422.00,406.00,846.00,1605.00,15.80,546.00,546.00,738.00,717.00,755.00,742.00,20.00,755.00,1650.00,868.00,381.00,1009.00,77.90
15830,5830,Female,572.00,229.00,193.00,525.00,770.00,577.00,332.00,372.00,131.00,936.00,813.00,606.00,882.00,792.00,224.00,729.00,120.00,235.00,178.00,185.00,145.00,550.00,192.00,435.00,1054.00,782.00,517.00,401.00,400.00,837.00,1635.00,14.20,607.00,625.00,728.33,718.00,738.00,729.00,18.60,670.00,1536.00,805.00,360.00,1038.00,66.10
15831,5831,Male,561.00,245.00,206.00,516.00,760.00,554.00,310.00,392.00,136.00,1011.00,,602.00,979.00,703.00,241.00,755.00,120.00,252.00,198.00,187.00,157.00,550.00,192.00,362.00,985.00,752.00,497.00,432.00,422.00,869.00,1594.00,19.80,505.00,530.00,759.00,753.00,769.00,755.00,16.80,,1620.00,921.00,436.00,910.00,68.50
15834,5834,Male,619.00,279.00,185.00,545.00,807.00,622.00,360.00,443.00,117.00,998.00,,639.00,995.00,813.00,250.00,801.00,131.00,262.00,222.00,192.00,151.00,575.00,200.00,378.00,1024.00,857.00,560.00,478.00,441.00,901.00,1732.00,17.80,580.00,589.00,764.33,761.00,767.00,765.00,11.00,625.00,1642.00,919.00,462.00,1036.00,80.90
15835,5835,Male,661.00,280.00,230.00,590.00,873.00,643.00,360.00,499.00,122.00,1183.00,,665.00,1156.00,829.00,274.00,870.00,135.00,267.00,220.00,205.00,152.00,587.00,207.00,421.00,1120.00,906.00,544.00,540.00,483.00,981.00,1867.00,27.60,659.00,655.00,817.67,813.00,826.00,814.00,23.20,692.00,1898.00,1045.00,550.00,1058.00,108.40
15836,5836,Female,534.00,240.00,198.00,498.00,744.00,546.00,300.00,371.00,127.00,930.00,783.00,571.00,874.00,726.00,,729.00,104.00,238.00,186.00,181.00,142.00,545.00,183.00,406.00,1007.00,757.00,469.00,422.00,395.00,826.00,1568.00,25.40,577.00,565.00,715.00,703.00,730.00,712.00,18.00,642.00,1502.00,774.00,367.00,953.00,61.80
15837,5837,Female,629.00,260.00,210.00,575.00,870.00,660.00,365.00,508.00,145.00,1165.00,940.00,651.00,1072.00,803.00,247.00,806.00,106.00,258.00,196.00,190.00,154.00,592.00,197.00,528.00,1292.00,837.00,527.00,512.00,460.00,936.00,1765.00,25.20,780.00,745.00,796.33,804.00,797.00,788.00,30.40,794.00,1814.00,1015.00,427.00,1084.00,112.30
15838,5838,Female,579.00,225.00,168.00,505.00,747.00,579.00,337.00,363.00,134.00,919.00,816.00,581.00,854.00,777.00,237.00,778.00,114.00,231.00,178.00,182.00,138.00,558.00,196.00,396.00,1000.00,801.00,506.00,451.00,387.00,869.00,1640.00,17.20,587.00,578.00,750.33,748.00,754.00,749.00,27.40,647.00,1543.00,696.00,355.00,1013.00,58.80
15840,5840,Female,584.00,259.00,185.00,537.00,792.00,607.00,352.00,400.00,134.00,954.00,807.00,605.00,927.00,784.00,227.00,735.00,110.00,233.00,184.00,183.00,147.00,557.00,189.00,426.00,1062.00,819.00,527.00,438.00,445.00,855.00,1649.00,21.10,613.00,612.00,767.33,775.00,761.00,766.00,24.30,,1567.00,839.00,354.00,1027.00,71.30
15841,5841,Female,584.00,240.00,200.00,522.00,786.00,586.00,322.00,486.00,134.00,1113.00,963.00,586.00,1058.00,732.00,263.00,726.00,109.00,236.00,199.00,182.00,146.00,552.00,190.00,426.00,1124.00,813.00,491.00,435.00,461.00,825.00,1581.00,22.80,695.00,681.00,707.33,702.00,711.00,709.00,21.40,784.00,1666.00,955.00,356.00,1000.00,85.50
15842,5842,Female,616.00,261.00,195.00,555.00,841.00,646.00,360.00,393.00,137.00,933.00,796.00,656.00,907.00,895.00,243.00,821.00,110.00,258.00,198.00,179.00,149.00,554.00,191.00,456.00,1154.00,918.00,557.00,430.00,392.00,932.00,1808.00,14.20,644.00,648.00,781.00,774.00,786.00,783.00,19.00,770.00,1702.00,804.00,375.00,1157.00,79.10
15843,5843,Female,633.00,239.00,210.00,555.00,811.00,601.00,345.00,442.00,137.00,1035.00,905.00,622.00,,819.00,265.00,787.00,114.00,239.00,209.00,188.00,147.00,570.00,192.00,455.00,1108.00,843.00,503.00,437.00,468.00,888.00,1719.00,16.40,655.00,641.00,734.00,736.00,748.00,718.00,18.80,690.00,1654.00,864.00,374.00,1072.00,83.20
15845,5845,Female,608.00,259.00,210.00,580.00,838.00,628.00,370.00,450.00,136.00,1120.00,976.00,653.00,1034.00,842.00,222.00,800.00,108.00,251.00,195.00,191.00,147.00,557.00,181.00,418.00,1051.00,866.00,546.00,522.00,477.00,897.00,1756.00,21.90,611.00,605.00,792.33,785.00,793.00,799.00,18.20,663.00,1784.00,924.00,441.00,1058.00,86.60
15846,5846,Female,564.00,245.00,175.00,480.00,733.00,558.00,305.00,350.00,120.00,898.00,764.00,605.00,859.00,796.00,245.00,740.00,112.00,239.00,185.00,182.00,137.00,545.00,195.00,339.00,870.00,795.00,496.00,380.00,411.00,852.00,1625.00,12.70,484.00,496.00,776.67,774.00,787.00,769.00,17.80,648.00,1484.00,666.00,376.00,1034.00,49.90
15847,5847,Female,577.00,241.00,176.00,497.00,758.00,582.00,321.00,433.00,131.00,959.00,791.00,645.00,942.00,828.00,246.00,761.00,111.00,242.00,194.00,184.00,142.00,550.00,191.00,444.00,1129.00,905.00,549.00,438.00,435.00,889.00,1731.00,17.80,646.00,644.00,734.33,724.00,745.00,734.00,20.20,700.00,1615.00,865.00,380.00,1074.00,76.60
15848,5848,Female,570.00,253.00,201.00,545.00,800.00,599.00,344.00,458.00,142.00,1048.00,882.00,622.00,1101.00,784.00,202.00,773.00,114.00,250.00,192.00,188.00,148.00,557.00,185.00,453.00,1150.00,823.00,506.00,446.00,439.00,885.00,1681.00,37.20,613.00,641.00,750.00,752.00,744.00,754.00,25.40,718.00,1638.00,884.00,405.00,1038.00,79.80
15851,5851,Female,623.00,244.00,169.00,505.00,775.00,606.00,336.00,407.00,133.00,914.00,787.00,603.00,878.00,795.00,275.00,778.00,113.00,252.00,190.00,185.00,150.00,553.00,192.00,459.00,1161.00,791.00,508.00,430.00,390.00,893.00,1671.00,11.00,661.00,660.00,743.00,733.00,743.00,753.00,23.20,766.00,1640.00,730.00,340.00,1055.00,72.40
15853,5853,Female,611.00,235.00,192.00,529.00,778.00,586.00,337.00,466.00,132.00,1020.00,887.00,612.00,950.00,763.00,268.00,813.00,123.00,229.00,199.00,183.00,144.00,572.00,195.00,448.00,1150.00,796.00,507.00,429.00,456.00,915.00,1687.00,18.00,682.00,669.00,731.67,725.00,741.00,729.00,25.50,761.00,1657.00,917.00,393.00,1036.00,78.80
15854,5854,Male,640.00,272.00,212.00,571.00,845.00,633.00,359.00,477.00,141.00,1035.00,,614.00,1057.00,836.00,246.00,786.00,127.00,269.00,219.00,192.00,160.00,579.00,195.00,366.00,990.00,853.00,581.00,480.00,466.00,906.00,1765.00,16.20,572.00,577.00,820.33,809.00,817.00,835.00,7.80,666.00,1716.00,882.00,435.00,1070.00,79.80
